identifier,source_id,source,web,onset,expires,location_name,country,continent,latitude,longitude,Type: Coastal Flood,Type: Flash Flood,Type: Inland Flood,Type: River Flood,Type: Storm Surge,Type: Unknown,Type: Landslide,Cause: Dam Break,Cause: Extreme Rainfall,Cause: Ice Jam,Cause: High Tide,Cause: Long Term Rainfall,Cause: Reservoir Release,Cause: Snowmelt,Cause: Soil Saturation,Cause: Storm Surge,Cause: Tsunami,Cause: Unknown,affected_quantitative,agriculture_quantitative,communications_quantitative,cultural_heritage_quantitative,death_quantitative,education_quantitative,environment_description,environment_quantitative,evacuated_quantitative,forest_quantitative,health_sector_quantitative,heritage_quantitative,houses_damaged_quantitative,houses_destroyed_quantitative,industry_quantitative,injured_quantitative,magnitude_description,missing_quantitative,roads_quantitative,spatial_extent_quantitative,transport_quantitative
895,19360,FloodList,http://floodlist.com/asia/indonesia-landslide-ponorogo-east-java-april-2017,2017-04-01T00:00:00,2017-04-03T00:00:00,"Banaran Village, Pulung District, Ponorogo Regency",Indonesia,Asia,-7.8239776,111.7078073,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 130.0 people,,,,Unknown location - 3.0 people,,,,,,,,,,,,,Unknown location - 25.0 people,,,
896,19352,FloodList,http://floodlist.com/america/colombia-flood-landslide-mocoa-april-2017,2017-04-01T00:00:00,2017-04-03T00:00:00,Mocoa,Colombia,South America,1.15234,-76.651055,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 1200.0 people,,,,Unknown location - 273.0 people,,,,,,,,,,,Unknown location - 400.0 people,Mocoa - rainfall = 130.0 mm in 24 hours,Unknown location - 200.0 people,,,
897,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Bowen,Australia,Oceania,-20.0014803,148.2262176,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
898,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Airlie Beach,Australia,Oceania,-20.2675,148.716944,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
899,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Proserpine,Australia,Oceania,-20.4049794,148.5807646,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
900,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Mackay,Australia,Oceania,-21.1424956,149.1821469,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
901,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Beaudesert,Australia,Oceania,-27.9881559,153.0018911,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
902,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Tabragalba,Australia,Oceania,-27.9837308,153.0606108,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
903,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Logan,Australia,Oceania,-27.7749944,153.0618566,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
904,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Lismore,Australia,Oceania,-28.8093154,153.2882876,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
905,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Murwillumbah,Australia,Oceania,-28.3322568,153.3827556,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
906,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Chinderah,Australia,Oceania,-28.2378,153.5613,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
907,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Rockhampton,Australia,Oceania,-23.3790772,150.510016,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
908,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Rangitikei,New Zealand,Oceania,-39.6603606,175.8486236,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
909,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Whanganui,New Zealand,Oceania,-39.7138745,175.1064373,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
910,19320,FloodList,http://floodlist.com/australia/australia-new-zealand-rivers-flood-cyclone-debbie-april-2017,2017-03-27T00:00:00,2017-03-27T00:00:00,Edgecumbe,New Zealand,Oceania,-37.9763903,176.8278293,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"New South Wales, Australia - 7.0 people",,,,"New South Wales, Australia - 20000.0 people; Edgecumbe, New Zealand - 2000.0 people",,,,,,,,"Bowen, Queensland, Australia - rainfall = 267.0 mm in 24 hours; Carfax, Queensland, Australia - rainfall = 166.0 mm in 24 hours; Moranbah, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Mackay, Queensland, Australia - rainfall = 115.0 mm in 24 hours; Sarina, Queensland, Australia - rainfall = 191.0 mm in 24 hours; Byron Bay, New South Wales, Australia - rainfall = 233.0 mm in 24 hours; Mullumbimby, New South Wales, Australia - rainfall = 362.0 mm in 24 hours; Woodburn, New South Wales, Australia - rainfall = 298.0 mm in 24 hours; Beaudesert, Queensland, Australia - rainfall = 247.0 mm in 24 hours; Canungra, Queensland, Australia - rainfall = 285.0 mm in 24 hours; Maclean, New South Wales, Australia - rainfall = 242.0 mm in 24 hours; Wilsons River at Lismore, New South Wales, Australia - river level = 11.6 metres; Tweed River at Murwillumbah, New South Wales, Australia - river level = 6.2 metres; Tweed River at Chinderah (Barneys Point), New South Wales, Australia - river level = 2.3 metres; Richmond River at Kyogle - river level = 17.33 metres; Taupo, New Zealand - rainfall = 74.0 mm in 24 hours; Gisborne, New Zealand - rainfall = 60.2 mm in 24 hours; Tauranga, New Zealand - rainfall = 112.0 mm in 24 hours; Auckland, New Zealand - rainfall = 72.0 mm in 24 hours; Fitzrpy River, Rockhampton, Queensland, Australia - river level = 8.75 metres; Rangitaiki River, Edgecumbe, New Zealand - river discharge = 700.0 m3/s",,,,
