identifier,source_id,source,web,onset,expires,location_name,country,continent,latitude,longitude,Type: Coastal Flood,Type: Flash Flood,Type: Inland Flood,Type: River Flood,Type: Storm Surge,Type: Unknown,Type: Landslide,Cause: Dam Break,Cause: Extreme Rainfall,Cause: Ice Jam,Cause: High Tide,Cause: Long Term Rainfall,Cause: Reservoir Release,Cause: Snowmelt,Cause: Soil Saturation,Cause: Storm Surge,Cause: Tsunami,Cause: Unknown,affected_quantitative,agriculture_quantitative,communications_quantitative,cultural_heritage_quantitative,death_quantitative,education_quantitative,environment_description,environment_quantitative,evacuated_quantitative,forest_quantitative,health_sector_quantitative,heritage_quantitative,houses_damaged_quantitative,houses_destroyed_quantitative,industry_quantitative,injured_quantitative,magnitude_description,missing_quantitative,roads_quantitative,spatial_extent_quantitative,transport_quantitative
1.0,18172,FloodList,http://floodlist.com/asia/philippines-nasa-maps-typhoon-nock-tens-rainfall,2016-12-25T00:00:00,2016-12-28T00:00:00,Occidental Mindoro,Philippines,Asia,13.1024111,120.76512839999998,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 127012.0 people,,,,,,,,"Calapan, Oriental Mindoro - rainfall = 110.4 mm in 24 hours; Calayan, Cagayan - rainfall = 119.8 mm in 24 hours",,,,
2.0,18172,FloodList,http://floodlist.com/asia/philippines-nasa-maps-typhoon-nock-tens-rainfall,2016-12-25T00:00:00,2016-12-28T00:00:00,Albay province,Philippines,Asia,13.1774827,123.52800720000005,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 127012.0 people,,,,,,,,"Calapan, Oriental Mindoro - rainfall = 110.4 mm in 24 hours; Calayan, Cagayan - rainfall = 119.8 mm in 24 hours",,,,
3.0,18166,FloodList,http://floodlist.com/australia/record-breaking-rain-causes-floods-uluru-northern-territories,2016-12-25T00:00:00,2016-12-28T00:00:00,Kintore,Australia,Oceania,-23.276389,129.39027799999997,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Kintore - 96.0 people,,,,,,,,Walungurru district - rainfall = 231.6 mm in 24 hours,Unknown location - 8.0 people,,,
4.0,18166,FloodList,http://floodlist.com/australia/record-breaking-rain-causes-floods-uluru-northern-territories,2016-12-25T00:00:00,2016-12-28T00:00:00,Uluru,Australia,Oceania,-25.3437797,131.03465140000003,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Kintore - 96.0 people,,,,,,,,Walungurru district - rainfall = 231.6 mm in 24 hours,Unknown location - 8.0 people,,,
5.0,18164,FloodList,http://floodlist.com/asia/indonesia-floods-bima-west-nusa-tenggara,2016-12-21T00:00:00,2016-12-26T00:00:00,East Rasanae,Indonesia,Asia,-8.4883783,118.82472200000007,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Bima - 100000.0 people,,,,,,,,,,,,
6.0,18164,FloodList,http://floodlist.com/asia/indonesia-floods-bima-west-nusa-tenggara,2016-12-21T00:00:00,2016-12-26T00:00:00,Mpuda,Indonesia,Asia,-8.4708171,118.73729219999996,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Bima - 100000.0 people,,,,,,,,,,,,
7.0,18164,FloodList,http://floodlist.com/asia/indonesia-floods-bima-west-nusa-tenggara,2016-12-21T00:00:00,2016-12-26T00:00:00,Raba,Indonesia,Asia,-8.5569031,118.88880640000002,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Bima - 100000.0 people,,,,,,,,,,,,
8.0,18164,FloodList,http://floodlist.com/asia/indonesia-floods-bima-west-nusa-tenggara,2016-12-21T00:00:00,2016-12-26T00:00:00,Rasanae West,Indonesia,Asia,-8.4547815,118.72271590000003,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Bima - 100000.0 people,,,,,,,,,,,,
9.0,18164,FloodList,http://floodlist.com/asia/indonesia-floods-bima-west-nusa-tenggara,2016-12-21T00:00:00,2016-12-26T00:00:00,Asakota,Indonesia,Asia,-8.4153936,118.75478199999998,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Bima - 100000.0 people,,,,,,,,,,,,
10.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"Pergamino,  Buenos Aires Province",Argentina,South America,-33.8912831,-60.57459990000001,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
11.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"Arrecifes,  Buenos Aires Province",Argentina,South America,-34.06278229999999,-60.1027115,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
12.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,Ramallo,Argentina,South America,-33.4850695,-60.00455310000001,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
13.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"Maria Teresa, Santa Fe Province",Argentina,South America,-34.0049918,-61.900588200000016,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
14.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"Alvarez, Santa Fe Province",Argentina,South America,-33.1317879,-60.803870700000004,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
15.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"Jovita, Cordoba",Argentina,South America,-34.5195442,-63.9447548,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
16.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"La Paz, Entre Rios",Argentina,South America,-30.7589703,-59.63927839999997,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
17.0,18162,FloodList,http://floodlist.com/america/argentina-floods-santa-fe-buenos-aires-december-2016,2016-12-25T00:00:00,2016-12-30T00:00:00,"Parana, Entre Rios",Argentina,South America,-31.74131970000001,-60.51154709999997,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,Ramallo - 1.0 people,,,,"Pergamino, Buenos Aires - 300.0 people; Arrecifes, Buenos Aires - 150.0 people; Maria Teresa and Alvarez, Santa Fe - 200.0 people",,,,,,,,"Marcos Juarez, Cordoba - rainfall = 86.0 mm in 24 hours; Gualeguaychu, Entre Rios - rainfall = 68.0 mm in 24 hours; Reconquista, Santa Fe - rainfall = 62.0 mm in 24 hours",,,,
18.0,18159,FloodList,http://floodlist.com/africa/democratic-republic-congo-floods-boma-december-2016,2016-12-27T00:00:00,2016-12-28T00:00:00,Boma,Congo (the Democratic Republic of the),Africa,-5.8396417,13.070264599999973,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Boma - 50.0 people,,,,,,,,,,,,,,,,
19.0,18159,FloodList,http://floodlist.com/africa/democratic-republic-congo-floods-boma-december-2016,2016-12-27T00:00:00,2016-12-28T00:00:00,Boma Port,Congo (the Democratic Republic of the),Africa,-5.858908,13.051098000000025,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Boma - 50.0 people,,,,,,,,,,,,,,,,
20.0,18157,FloodList,http://floodlist.com/asia/turkey-deadly-floods-hit-mersin-province,2016-12-28T00:00:00,2016-12-30T00:00:00,Anamur,Turkey,Asia,36.077286,32.83288900000002,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Mersin city - 2.0 people,,,,,,,,,,,,"Anamur - rainfall = 90.9 mm in 24 hours; Yenisehir, Mersin - rainfall = 108.4 mm in 24 hours",,,,
21.0,18157,FloodList,http://floodlist.com/asia/turkey-deadly-floods-hit-mersin-province,2016-12-28T00:00:00,2016-12-30T00:00:00,Mersin,Turkey,Asia,36.78923916954918,34.60995289140624,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Mersin city - 2.0 people,,,,,,,,,,,,"Anamur - rainfall = 90.9 mm in 24 hours; Yenisehir, Mersin - rainfall = 108.4 mm in 24 hours",,,,
22.0,18056,FloodList,http://floodlist.com/asia/philippines-tropical-cyclone-tokage,2016-11-25T00:00:00,2016-11-28T00:00:00,Mimaropa,Philippines,Asia,13.3768535,121.16502820000005,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 12400.0 people,,,,,,,,"Iba, Zambales province, Central Luzon - rainfall = 133.0 mm in 24 hours",,,,
23.0,18056,FloodList,http://floodlist.com/asia/philippines-tropical-cyclone-tokage,2016-11-25T00:00:00,2016-11-28T00:00:00,Roxas,Philippines,Asia,11.5528816,122.740723,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 12400.0 people,,,,,,,,"Iba, Zambales province, Central Luzon - rainfall = 133.0 mm in 24 hours",,,,
24.0,18056,FloodList,http://floodlist.com/asia/philippines-tropical-cyclone-tokage,2016-11-25T00:00:00,2016-11-28T00:00:00,Bogo,Philippines,Asia,11.0128292,123.98614900000007,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 12400.0 people,,,,,,,,"Iba, Zambales province, Central Luzon - rainfall = 133.0 mm in 24 hours",,,,
25.0,18056,FloodList,http://floodlist.com/asia/philippines-tropical-cyclone-tokage,2016-11-25T00:00:00,2016-11-28T00:00:00,Iba,Philippines,Asia,15.32381,119.98370449999993,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 12400.0 people,,,,,,,,"Iba, Zambales province, Central Luzon - rainfall = 133.0 mm in 24 hours",,,,
26.0,18052,FloodList,http://floodlist.com/asia/nasa-finds-lifetime-heavy-rainfall-tropical-cyclone-vardah,2016-12-12T00:00:00,2016-12-14T00:00:00,Chennai,India,Asia,13.0826802,80.27071840000008,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,"Nellore, Andhra Pradesh - 9000.0 people; Tamil Nadu - 10000.0 people",,,,,,,,"Meenambakkam, Chennai, Yamil Nadu - rainfall = 224.0 mm in 24 hours; Nellore,  Andhra Pradesh - rainfall = 75.0 mm in 24 hours; Tirupati - rainfall = 76.0 mm in 24 hours",,,,
27.0,18052,FloodList,http://floodlist.com/asia/nasa-finds-lifetime-heavy-rainfall-tropical-cyclone-vardah,2016-12-12T00:00:00,2016-12-14T00:00:00,Nellore,India,Asia,14.4425987,79.98645599999998,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,"Nellore, Andhra Pradesh - 9000.0 people; Tamil Nadu - 10000.0 people",,,,,,,,"Meenambakkam, Chennai, Yamil Nadu - rainfall = 224.0 mm in 24 hours; Nellore,  Andhra Pradesh - rainfall = 75.0 mm in 24 hours; Tirupati - rainfall = 76.0 mm in 24 hours",,,,
28.0,18052,FloodList,http://floodlist.com/asia/nasa-finds-lifetime-heavy-rainfall-tropical-cyclone-vardah,2016-12-12T00:00:00,2016-12-14T00:00:00,Tirupati,India,Asia,13.6287557,79.41917949999993,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,"Nellore, Andhra Pradesh - 9000.0 people; Tamil Nadu - 10000.0 people",,,,,,,,"Meenambakkam, Chennai, Yamil Nadu - rainfall = 224.0 mm in 24 hours; Nellore,  Andhra Pradesh - rainfall = 75.0 mm in 24 hours; Tirupati - rainfall = 76.0 mm in 24 hours",,,,
29.0,18048,FloodList,http://floodlist.com/africa/zimbabwe-hundreds-evacuated-floods-matabeleland-north-province,2016-12-14T00:00:00,2016-12-22T00:00:00,Hwange,Zimbabwe,Africa,-18.8536589,26.608165299999996,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Chiredzi, Masvingo province - 6.0 people",,,,Hwange District in Matabeleland North Province - 500.0 people,,,,,,,,,,,,
30.0,18048,FloodList,http://floodlist.com/africa/zimbabwe-hundreds-evacuated-floods-matabeleland-north-province,2016-12-14T00:00:00,2016-12-22T00:00:00,Chiredzi,Zimbabwe,Africa,-21.0333486,31.679639199999997,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Chiredzi, Masvingo province - 6.0 people",,,,Hwange District in Matabeleland North Province - 500.0 people,,,,,,,,,,,,
31.0,18046,FloodList,http://floodlist.com/australia/fiji-hundreds-evacuate-tropical-depression-causes-floods-landslides,2016-12-16T00:00:00,2016-12-22T00:00:00,Naitasiri,Fiji,Oceania,-17.8975754,178.2071598,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 1363.0 people,,,,,,,,Viwa - rainfall = 144.0 mm in 24 hours; Monasavu - rainfall = 136.0 mm in 24 hours; Navua - rainfall = 170.0 mm in 24 hours; Nabouwalu - rainfall = 243.0 mm in 24 hours; Rakiraki - rainfall = 258.0 mm in 24 hours; Penang - rainfall = 316.0 mm in 24 hours; Vatukacevaceva - rainfall = 477.0 mm in 24 hours,,,,
32.0,18046,FloodList,http://floodlist.com/australia/fiji-hundreds-evacuate-tropical-depression-causes-floods-landslides,2016-12-16T00:00:00,2016-12-22T00:00:00,Rewa,Fiji,Oceania,-18.0649864,178.38219890000005,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 1363.0 people,,,,,,,,Viwa - rainfall = 144.0 mm in 24 hours; Monasavu - rainfall = 136.0 mm in 24 hours; Navua - rainfall = 170.0 mm in 24 hours; Nabouwalu - rainfall = 243.0 mm in 24 hours; Rakiraki - rainfall = 258.0 mm in 24 hours; Penang - rainfall = 316.0 mm in 24 hours; Vatukacevaceva - rainfall = 477.0 mm in 24 hours,,,,
33.0,18046,FloodList,http://floodlist.com/australia/fiji-hundreds-evacuate-tropical-depression-causes-floods-landslides,2016-12-16T00:00:00,2016-12-22T00:00:00,Namosi,Fiji,Oceania,-18.0864176,178.1291387,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 1363.0 people,,,,,,,,Viwa - rainfall = 144.0 mm in 24 hours; Monasavu - rainfall = 136.0 mm in 24 hours; Navua - rainfall = 170.0 mm in 24 hours; Nabouwalu - rainfall = 243.0 mm in 24 hours; Rakiraki - rainfall = 258.0 mm in 24 hours; Penang - rainfall = 316.0 mm in 24 hours; Vatukacevaceva - rainfall = 477.0 mm in 24 hours,,,,
34.0,18046,FloodList,http://floodlist.com/australia/fiji-hundreds-evacuate-tropical-depression-causes-floods-landslides,2016-12-16T00:00:00,2016-12-22T00:00:00,Tailevu,Fiji,Oceania,-17.8054174,178.51785180000002,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 1363.0 people,,,,,,,,Viwa - rainfall = 144.0 mm in 24 hours; Monasavu - rainfall = 136.0 mm in 24 hours; Navua - rainfall = 170.0 mm in 24 hours; Nabouwalu - rainfall = 243.0 mm in 24 hours; Rakiraki - rainfall = 258.0 mm in 24 hours; Penang - rainfall = 316.0 mm in 24 hours; Vatukacevaceva - rainfall = 477.0 mm in 24 hours,,,,
35.0,18046,FloodList,http://floodlist.com/australia/fiji-hundreds-evacuate-tropical-depression-causes-floods-landslides,2016-12-16T00:00:00,2016-12-22T00:00:00,Rakiraki,Fiji,Oceania,-17.3992642,178.0705319,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,Unknown location - 1363.0 people,,,,,,,,Viwa - rainfall = 144.0 mm in 24 hours; Monasavu - rainfall = 136.0 mm in 24 hours; Navua - rainfall = 170.0 mm in 24 hours; Nabouwalu - rainfall = 243.0 mm in 24 hours; Rakiraki - rainfall = 258.0 mm in 24 hours; Penang - rainfall = 316.0 mm in 24 hours; Vatukacevaceva - rainfall = 477.0 mm in 24 hours,,,,
36.0,18044,FloodList,http://floodlist.com/asia/philippines-floods-samar-leave-one-dead-50000-displaced,2016-12-16T00:00:00,2016-12-19T00:00:00,Jipapad,Philippines,Asia,12.2806586,125.19286339999996,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Eastern Samar - 2.0 people,,,,"Eastern, Northern and Western Samar provinces - 52674.0 people",,,,,,,,Catarman - rainfall = 287.0 mm in 24 hours; Catbalogan - rainfall = 154.4 mm in 24 hours; Borongan - rainfall = 195.8 mm in 24 hours; Guiuan - rainfall = 71.3 mm in 24 hours,,,,
37.0,18044,FloodList,http://floodlist.com/asia/philippines-floods-samar-leave-one-dead-50000-displaced,2016-12-16T00:00:00,2016-12-19T00:00:00,Maslog,Philippines,Asia,12.1246408,125.19286339999996,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Eastern Samar - 2.0 people,,,,"Eastern, Northern and Western Samar provinces - 52674.0 people",,,,,,,,Catarman - rainfall = 287.0 mm in 24 hours; Catbalogan - rainfall = 154.4 mm in 24 hours; Borongan - rainfall = 195.8 mm in 24 hours; Guiuan - rainfall = 71.3 mm in 24 hours,,,,
38.0,18044,FloodList,http://floodlist.com/asia/philippines-floods-samar-leave-one-dead-50000-displaced,2016-12-16T00:00:00,2016-12-19T00:00:00,Can-avid,Philippines,Asia,11.9888576,125.32467689999999,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Eastern Samar - 2.0 people,,,,"Eastern, Northern and Western Samar provinces - 52674.0 people",,,,,,,,Catarman - rainfall = 287.0 mm in 24 hours; Catbalogan - rainfall = 154.4 mm in 24 hours; Borongan - rainfall = 195.8 mm in 24 hours; Guiuan - rainfall = 71.3 mm in 24 hours,,,,
39.0,18044,FloodList,http://floodlist.com/asia/philippines-floods-samar-leave-one-dead-50000-displaced,2016-12-16T00:00:00,2016-12-19T00:00:00,Taft,Philippines,Asia,11.9030929,125.41883310000003,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Eastern Samar - 2.0 people,,,,"Eastern, Northern and Western Samar provinces - 52674.0 people",,,,,,,,Catarman - rainfall = 287.0 mm in 24 hours; Catbalogan - rainfall = 154.4 mm in 24 hours; Borongan - rainfall = 195.8 mm in 24 hours; Guiuan - rainfall = 71.3 mm in 24 hours,,,,
40.0,18044,FloodList,http://floodlist.com/asia/philippines-floods-samar-leave-one-dead-50000-displaced,2016-12-16T00:00:00,2016-12-19T00:00:00,Arteche,Philippines,Asia,12.2873347,125.41243550000002,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Eastern Samar - 2.0 people,,,,"Eastern, Northern and Western Samar provinces - 52674.0 people",,,,,,,,Catarman - rainfall = 287.0 mm in 24 hours; Catbalogan - rainfall = 154.4 mm in 24 hours; Borongan - rainfall = 195.8 mm in 24 hours; Guiuan - rainfall = 71.3 mm in 24 hours,,,,
41.0,18042,FloodList,http://floodlist.com/asia/indonesia-5-dead-floods-landslide-north-sulawesi,2016-12-15T00:00:00,2016-12-20T00:00:00,Tuminting,Indonesia,Asia,1.5134974,124.84861990000002,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Manado area - 5.0 people,,,,,,,,,,,,,,,,
42.0,18042,FloodList,http://floodlist.com/asia/indonesia-5-dead-floods-landslide-north-sulawesi,2016-12-15T00:00:00,2016-12-20T00:00:00,Kombos Timur Manado,Indonesia,Asia,1.4748305,124.84207939999999,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Manado area - 5.0 people,,,,,,,,,,,,,,,,
43.0,18042,FloodList,http://floodlist.com/asia/indonesia-5-dead-floods-landslide-north-sulawesi,2016-12-15T00:00:00,2016-12-20T00:00:00,Paal 4,Indonesia,Asia,1.461087899999999,124.87069350000002,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Manado area - 5.0 people,,,,,,,,,,,,,,,,
44.0,18040,FloodList,http://floodlist.com/europe/spain-deadly-floods-valencia-murcia-days-torrential-rain,2016-12-17T00:00:00,2016-12-20T00:00:00,Xativa,Spain,Europe,38.9899965,-0.5235239999999521,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 5.0 people,,,,,,,,,,,,"Barx, Valencia - rainfall = 188.8 mm in 24 hours; Ontinyent, Valencia - rainfall = 128.6 mm in 24 hours; San Javier Aeropuerto, Murcia - rainfall = 149.9 mm in 24 hours; Alhama de Murcia, Murcia - rainfall = 117.4 mm in 24 hours; Enguera-Navalon, Valencia - rainfall = 106.8 mm in 24 hours; Bunol, Valencia - rainfall = 107.8 mm in 24 hours",,,,
45.0,18040,FloodList,http://floodlist.com/europe/spain-deadly-floods-valencia-murcia-days-torrential-rain,2016-12-17T00:00:00,2016-12-20T00:00:00,Castellon,Spain,Europe,40.14517720000001,-0.14949879999994664,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 5.0 people,,,,,,,,,,,,"Barx, Valencia - rainfall = 188.8 mm in 24 hours; Ontinyent, Valencia - rainfall = 128.6 mm in 24 hours; San Javier Aeropuerto, Murcia - rainfall = 149.9 mm in 24 hours; Alhama de Murcia, Murcia - rainfall = 117.4 mm in 24 hours; Enguera-Navalon, Valencia - rainfall = 106.8 mm in 24 hours; Bunol, Valencia - rainfall = 107.8 mm in 24 hours",,,,
46.0,18040,FloodList,http://floodlist.com/europe/spain-deadly-floods-valencia-murcia-days-torrential-rain,2016-12-17T00:00:00,2016-12-20T00:00:00,Cala Finestrat,Spain,Europe,38.5349425,-0.1562148000000434,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 5.0 people,,,,,,,,,,,,"Barx, Valencia - rainfall = 188.8 mm in 24 hours; Ontinyent, Valencia - rainfall = 128.6 mm in 24 hours; San Javier Aeropuerto, Murcia - rainfall = 149.9 mm in 24 hours; Alhama de Murcia, Murcia - rainfall = 117.4 mm in 24 hours; Enguera-Navalon, Valencia - rainfall = 106.8 mm in 24 hours; Bunol, Valencia - rainfall = 107.8 mm in 24 hours",,,,
47.0,18040,FloodList,http://floodlist.com/europe/spain-deadly-floods-valencia-murcia-days-torrential-rain,2016-12-17T00:00:00,2016-12-20T00:00:00,Los Alcazares,Spain,Europe,37.7471976,-0.8627473000000236,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 5.0 people,,,,,,,,,,,,"Barx, Valencia - rainfall = 188.8 mm in 24 hours; Ontinyent, Valencia - rainfall = 128.6 mm in 24 hours; San Javier Aeropuerto, Murcia - rainfall = 149.9 mm in 24 hours; Alhama de Murcia, Murcia - rainfall = 117.4 mm in 24 hours; Enguera-Navalon, Valencia - rainfall = 106.8 mm in 24 hours; Bunol, Valencia - rainfall = 107.8 mm in 24 hours",,,,
48.0,17863,FloodList,http://floodlist.com/europe/greece-floods-zakynthos-november-2016,2016-11-26T00:00:00,2016-11-29T00:00:00,Zakynthos,Greece,Europe,37.78816039999999,20.898827100000062,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,"Vanato, Zakynthos - 1.0 people",,,,,,,,,,,,Zakynthos - rainfall = 66.0 mm in 24 hours; Mytilini Airport - rainfall = 110.0 mm in 24 hours; Zakynthos - rainfall = 87.0 mm in 24 hours,,,,
49.0,17863,FloodList,http://floodlist.com/europe/greece-floods-zakynthos-november-2016,2016-11-26T00:00:00,2016-11-29T00:00:00,Attica,Greece,Europe,38.0457568,23.85847369999999,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,"Vanato, Zakynthos - 1.0 people",,,,,,,,,,,,Zakynthos - rainfall = 66.0 mm in 24 hours; Mytilini Airport - rainfall = 110.0 mm in 24 hours; Zakynthos - rainfall = 87.0 mm in 24 hours,,,,
