sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
20/01/2016,26/01/2016,Thailand,THA,"Chai Nat Province, Bangkok, Chiang Rai, Phetchabum",,,8.6,°C,"Extreme temperature ","Cold wave",--,--,14,0,0,0,,2016-0023
06/10/2016,16/10/2016,Thailand,THA,"Nakhon Sawan province, Ayutthaya (Phra Nakhon Si Ayudhya province)",14.867,100.395,17187.43,Km2,Flood,--,--,--,4,204000,120000,0,,2016-0360
15/08/2016,16/08/2016,Thailand,THA,"Nan, Phayao, Mae Hong Son, Chiang Rai provinces",,,,Km2,Flood,"Flash flood",--,--,3,22500,0,0,,2016-0378
01/12/2016,10/12/2016,Thailand,THA,"Nakhon Si Thammarat, Krabi, Surat Thani, Songkhla, Phatthalung, Pattani, Chumphon, Trang, Yala, Narathiwat provinces",14.445,100.753,67395.39,Km2,Flood,--,--,--,14,582343,25000,0,,2016-0472
01/01/2017,31/01/2017,Thailand,THA,"Pattani, Yala, Narathiwat, Songkhla, Phattalung, Trang, Nakhon Si Thammarat, Krabi, Surat Thani, Chumphon,  Prachaub Khirikhan, Ranong provinces
",7.305,100.061,50020.11,Km2,Flood,"Riverine flood",--,--,96,1800000,1000000,0,,2017-0006
17/07/2017,19/07/2017,Thailand,THA,"Nan (Mae Charim district)",,,,Kph,Storm,"Tropical cyclone",--,--,0,60,0,0,"Tropical Storm Talas",2017-0281
05/07/2017,02/08/2017,Thailand,THA,"Sakon Nakhon, Nakhon Sawan, Lop Buri, Chai Nat, Chanthaburi, Phichit, Phetchabun, Phrae (Den Chai, Song), Uttaradit, Chumphon, Kamphaeng Phet, Nan, Chiang Rai, Chiang Mai, Phayao, Ang Thong, Ranong, Lampang, Nan Yasothan (Pa Tiu), Ayutthaya, Trat, Ubon Ratchathani (Si Muang Mai, Kong Chiam, Nam Yuen), Kalasin, Nakhon Phanom, Chai Nat (Manorom, Han Ka, and Nern Kham)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,23,1000000,307000,31000,,2017-0316
17/09/2017,17/09/2017,Thailand,THA,"Uthai Thani, Phitsanulok, Phrae, Chaiyaphum, Chiang Rai, Kalasin, Lampang, Loei, Phangnga, Phetchabun, Sakon Nakhon, Satun, Uttaradit",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,28500,0,0,"Typhoon 'Doksuri'",2017-0406
10/10/2017,08/11/2017,Thailand,THA,"Central plains provinces- Bangkok, Chai Nat, Pathum Thani, Lop Buri, Kamphaeng Phet, Sing Buri, Ang Thong, Ayutthaya, Nakhon Sawan, Tak, and Pichit, Khon Kaen, Sukhothai, Uthai Thani, Suphan Buri, Nong Bua Lam Phu, Maha Sarakham, Kalasin, Roi Et, Ubon Ratchathani provinces",14.594,100.679,101670.34,Km2,Flood,--,"Broken Dam/Burst bank",--,9,605000,1400,0,,2017-0465
25/11/2017,03/12/2017,Thailand,THA,"Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Satun, Songkhla, Surat Thani, Trang, Yala provinces",,,,Km2,Flood,"Riverine flood",--,--,22,385498,0,0,,2017-0516
/08/2017,/09/2017,Togo,TGO,"Nangbeto (Ogou) Agbanakin, Atchamé, Togbavi, Togbagan, Azimé-Dossou,
Adamé, Gbandi, Gbandidi, Agbetiko, Handivi villages",,,,Km2,Flood,--,"Broken Dam/Burst bank",--,0,3612,0,0,,2017-0481
02/01/2016,02/01/2016,Tonga,TON,"Vava'u, Ha'apai islands (Administrative unit not available)",,,150,Kph,Storm,"Tropical cyclone",--,--,0,392,0,0,"Cyclone Ulla",2016-0004
19/02/2016,19/02/2016,Tonga,TON,"Vava’u Isl. ",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Cyclone Winston",2016-0041
07/04/2016,07/04/2016,Tonga,TON,"Eua, Tongatapu,  Ha'apai, Tongatapu, 'Eua, Vava'u islands (Administrative unit not available)",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical cyclone Zena",2016-0141
21/07/2017,21/07/2017,Turkey,TUR,Bodrum,,,6.7,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,0,360,0,0,,2017-0280
27/07/2017,27/07/2017,Turkey,TUR,Istanbul,,,,Kph,Storm,"Convective storm",Hail,Flood,0,270,600000,300000,,2017-0566
08/09/2017,09/09/2017,"Turks and Caicos Islands (the)",TCA,"South Caicos, Salt Cay, Grand Turks, Provo (Five keys)",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,0,500000,14900,"Hurricane 'Irma'",2017-0381
13/04/2016,18/04/2016,Uganda,UGA,"Kyebando, Bwaise, Mulago, Kalerwe suburbs (Kawempe district, Kampala province), Kamwokya suburb (Central Kampala district, Kampala province), Kanamba, Kabaka parishes (Karusandara sub-county, Busongora district, Kasese province)",,,,Km2,Flood,"Riverine flood",--,--,0,10000,2700,0,,2016-0130
10/05/2016,10/05/2016,Uganda,UGA,"Bubukwanga, Bukhonzo, Humya, and Bumadu village in Bundibugyo town council (Bundinbugyo district)",,,,,Landslide,Landslide,--,--,15,1000,0,0,,2016-0148
10/09/2016,10/09/2016,Uganda,UGA,"Minziro, Kanabulemu parish (Kakuuto district, Rakai province)",-1.036,31.618,5.9,Richter,Earthquake,"Ground movement",--,--,4,590,0,0,,2016-0329
20/09/2017,27/09/2017,Uganda,UGA,"Rubanda district, Nfasha, Rukungiri district",,,,Km2,Flood,"Flash flood",--,--,17,14,0,0,,2017-0395
01/01/2016,12/01/2016,Ukraine,UKR,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-frankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka",,,,°C,"Extreme temperature ","Cold wave",--,--,37,0,0,0,,2016-0001
12/10/2016,16/10/2016,Ukraine,UKR,"Odessa province",47.256,31.348,19889.49,Km2,Flood,--,Storm,--,3,200,0,0,,2016-0427
/01/2017,13/01/2017,Ukraine,UKR,"Eastern Ukraine",,,,°C,"Extreme temperature ","Severe winter conditions",Snow/ice,"Cold wave",37,0,0,0,,2017-0010
16/12/2017,16/12/2017,"United Arab Emirates (the)",ARE,"Fujairah, Al Ain (Abu Dhabi), Khor Fakkan (Sharjah)",,,,Km2,Flood,--,--,--,0,188,0,0,,2017-0548
22/11/2017,26/11/2017,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Galgate (Lancashire) ,Lancaster, Appleby-in-Westmorland (Cumbria), Craven ( North Yorkshire), Llangefni, Conwy (Anglesey-Gwynedd)",53.102,-6.856,,Km2,Flood,--,--,--,0,70,0,0,,2017-0490
23/01/2016,26/01/2016,"United States of America (the)",USA,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces
",,,,Kph,Storm,"Convective storm",Snow/ice,--,50,85000012,550000,240000,"Storm Jonas (Snowzilla)",2016-0010
04/01/2016,08/01/2016,"United States of America (the)",USA,"Ventura, Orange, San Diego, Los Angles districts (California province)",,,,Kph,Storm,"Convective storm",Flood,"Slide (land, mud, snow, rock)",0,0,125000,65000,,2016-0012
22/02/2016,25/02/2016,"United States of America (the)",USA,"Alabama, Mississippi, Virginia provinces",,,,Kph,Storm,"Convective storm",Lightening,--,10,12,1200000,0,,2016-0051
04/03/2016,12/03/2016,"United States of America (the)",USA,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",,,,Kph,Storm,"Convective storm",Flood,--,7,0,1600000,560000,,2016-0085
17/03/2016,18/03/2016,"United States of America (the)",USA,"Texas, Mississippi, Louisiana, Florida provinces",,,,Kph,Storm,"Convective storm",Hail,--,1,0,1200000,920000,,2016-0086
22/03/2016,25/03/2016,"United States of America (the)",USA,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces",,,,Kph,Storm,"Convective storm",Hail,--,0,300,2300000,1700000,,2016-0087
10/04/2016,15/04/2016,"United States of America (the)",USA,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains,
San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana",,,,Kph,Storm,"Convective storm",Hail,--,1,3000,3900000,3000000,,2016-0123
16/04/2016,19/04/2016,"United States of America (the)",USA,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",,,,Km2,Flood,"Flash flood",Storm,--,9,21000,2000000,0,,2016-0124
25/04/2016,04/05/2016,"United States of America (the)",USA,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces",,,,Kph,Storm,"Convective storm",Hail,Flood,6,0,2400000,2000000,,2016-0125
07/05/2016,10/05/2016,"United States of America (the)",USA,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee provinces",,,,Kph,Storm,"Convective storm",Hail,--,2,10,1000000,800000,,2016-0150
30/04/2016,30/04/2016,"United States of America (the)",USA,"Palestine city (Anderson district, Texas province), Houston district (Texas province)",,,,Km2,Flood,--,--,--,11,0,0,0,,2016-0170
21/05/2016,28/05/2016,"United States of America (the)",USA,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado",,,,Kph,Storm,"Convective storm",Flood,--,9,12,1100000,800000,,2016-0181
27/05/2016,02/06/2016,"United States of America (the)",USA,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces",308.574,-955.37,,Km2,Flood,--,Storm,--,15,0,300000,200000,,2016-0183
22/06/2016,26/06/2016,"United States of America (the)",USA,"Greenbier district (West Virginia province); Ohio, Indiana, Illinois, Wisconsin, Virginia",349.452,805.54,,Kph,Storm,"Convective storm",Flood,"Slide (land, mud, snow, rock)",25,2000,1000000,200000,,2016-0203
09/08/2016,16/08/2016,"United States of America (the)",USA,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",29.988,-91.8,19554.02,Km2,Flood,--,--,--,13,70000,10000000,2500000,,2016-0292
01/09/2016,06/09/2016,"United States of America (the)",USA,"Georgia, Florida, South Carolina,  New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,,85,Kph,Storm,"Tropical cyclone",Flood,Surge,3,14070,600000,270000,"Hurricane Hermine",2016-0322
19/09/2016,23/09/2016,"United States of America (the)",USA,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn,  Wright (Iowa)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,1,0,550000,0,,2016-0331
07/10/2016,09/10/2016,"United States of America (the)",USA,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,,,Kph,Storm,"Extra-tropical storm",--,--,49,0,10000000,5000000,"Hurricane Matthew",2016-0355
26/11/2016,01/12/2016,"United States of America (the)",USA,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,,,Kph,Storm,"Convective storm",Hail,--,8,33,275000,200000,,2016-0477
07/11/2016,07/11/2016,"United States of America (the)",USA,"Cushing (Oklahoma)",35.991,-96.803,5,Richter,Earthquake,"Ground movement",--,--,0,120,20000,0,,2016-0493
13/12/2016,19/12/2016,"United States of America (the)",USA,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,,,Kph,Storm,"Convective storm","Cold wave",--,22,0,100000,0,,2016-0521
24/04/2016,28/04/2017,"United States of America (the)",USA,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,Kph,Storm,"Convective storm",--,--,6,19,0,800000,,2016-0550
08/03/2016,13/03/2016,"United States of America (the)",USA,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,,Km2,Flood,--,--,--,5,0,2300000,333000,,2016-0552
18/01/2017,23/01/2017,"United States of America (the)",USA,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",,,,Kph,Storm,"Convective storm",--,--,24,200,1100000,800000,,2017-0022
06/01/2017,13/01/2017,"United States of America (the)",USA,"California, Nevada, Idaho, Colorado, Utah, Oregon states",,,,Kph,Storm,"Convective storm",Flood,"Slide (land, mud, snow, rock)",3,0,400000,200000,,2017-0039
22/02/2017,22/02/2017,"United States of America (the)",USA,"San Jose (North California)",,,,Km2,Flood,"Riverine flood",--,--,0,300,0,0,,2017-0058
16/02/2017,21/02/2017,"United States of America (the)",USA,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,,,Kph,Storm,"Convective storm","Slide (land, mud, snow, rock)",Flood,5,200000,1500000,200000,,2017-0062
27/02/2017,02/03/2017,"United States of America (the)",USA,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa,  North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states ",,,,Kph,Storm,"Convective storm",Hail,Lightening,4,612,1900000,1400000,,2017-0070
13/03/2017,15/03/2017,"United States of America (the)",USA,"South Carolina, Georgia",,,,Kph,Storm,"Convective storm",--,--,11,12,1000000,0,,2017-0108
28/04/2017,01/05/2017,"United States of America (the)",USA,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,,,Km2,Flood,--,Storm,Hail,20,70,1700000,800000,,2017-0136
08/05/2017,11/05/2017,"United States of America (the)",USA,"Colorado, New Mexico, Texas, Oklahoma",,,130,Kph,Storm,"Convective storm",Hail,--,0,0,3100000,2500000,,2017-0203
25/06/2017,29/06/2017,"United States of America (the)",USA,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",,,170,Kph,Storm,"Convective storm",Hail,Flood,0,0,1400000,1100000,,2017-0234
09/06/2017,12/06/2017,"United States of America (the)",USA,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",,,135,Kph,Storm,"Convective storm",Hail,--,0,0,2000000,1500000,,2017-0253
15/07/2017,15/07/2017,"United States of America (the)",USA,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)",34.349,-111.264,,Km2,Flood,"Flash flood",--,--,10,0,0,0,,2017-0282
05/08/2017,08/08/2017,"United States of America (the)",USA,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",,,,Kph,Storm,"Convective storm",Flood,Hail,0,630,200000,200000,,2017-0336
25/08/2017,29/08/2017,"United States of America (the)",USA,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",,,215,Kph,Storm,"Tropical cyclone",Flood,"Oil spill",88,582024,95000000,30000000,"Hurricane Harvey",2017-0362
10/09/2017,28/09/2017,"United States of America (the)",USA,"Keys islands,  Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",,,300,Kph,Storm,"Tropical cyclone",Flood,--,58,70000,57000000,29000000,"Hurricane 'Irma'",2017-0381
26/09/2017,27/09/2017,"United States of America (the)",USA,"Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)",,,,Kph,Storm,"Tropical cyclone",--,--,4,0,0,0,"Hurricane 'Maria'",2017-0383
07/10/2017,08/10/2017,"United States of America (the)",USA,"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk,
Wilkes, Ashe )",,,140,Kph,Storm,"Tropical cyclone",--,--,0,60,250000,0,"Tropical depression'16/Hurricane 'Nate'",2017-0410
05/11/2017,06/11/2017,"United States of America (the)",USA,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",,,,Kph,Storm,"Convective storm",Hail,--,0,8,260000,200000,,2017-0512
31/12/2017,05/01/2018,"United States of America (the)",USA,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",,,,Kph,Storm,"Convective storm","Transport accident","Cold wave",22,0,1100000,750000,,2017-0542
06/03/2017,09/03/2017,"United States of America (the)",USA,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",,,130,Kph,Storm,"Convective storm",Hail,--,2,615,2200000,2000000,,2017-0563
25/03/2017,28/03/2017,"United States of America (the)",USA,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",,,175,Kph,Storm,"Convective storm",Hail,Flood,1,0,2700000,2000000,,2017-0564
12/04/2016,11/05/2016,Uruguay,URY,"All departments
Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces
",-324.347,-561.95,126653.11,Km2,Flood,--,Storm,Lightening,8,10605,3000,0,,2016-0115
29/05/2017,14/06/2017,Uruguay,URY,"Salto, Paysandú, Artigas, Río Negro",-31.888,-57.432,87427.72,Km2,Flood,"Riverine flood",--,--,0,6639,0,0,,2017-0195
07/05/2017,12/05/2017,Vanuatu,VUT,"Torba, Malampa, Sanma  provinces",,,215,Kph,Storm,"Tropical cyclone",--,--,0,2564,0,0,"Tropical cyclone 'Donna'",2017-0231
23/09/2017,02/10/2017,Vanuatu,VUT,"Ambae,  Ni-Vanuatu island",,,,,"Volcanic activity","Ash fall",--,--,0,11000,0,0,"Mt Monaro",2017-0394
26/11/2016,05/12/2016,"Venezuela (Bolivarian Republic of)",VEN,"Miranda, Nueva Esparta, Monagas provinces",,,,Km2,Flood,--,--,--,0,0,0,0,,2016-0522
28/07/2016,28/07/2016,"Viet Nam",VNM,"Nam Dinh, Thai Binh and Ninh Binh provinces",,,88,Kph,Storm,"Tropical cyclone",--,--,1,191750,191000,0,"Storm Mirinae",2016-0268
13/10/2016,15/10/2016,"Viet Nam",VNM,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,34,610000,350000,0,"Tropical storm Aere",2016-0362
02/08/2016,02/08/2016,"Viet Nam",VNM,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,,,Kph,Storm,--,Flood,--,25,182500,144000,0,"Typhoon Carina (Nida)",2016-0371
18/08/2016,21/08/2016,"Viet Nam",VNM,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",11,11090,157,0,"Tropical storm Dianmu",2016-0379
09/10/2016,16/10/2016,"Viet Nam",VNM,"Quang Binh (Minh Hoa, Tuyen Hoa), Ha Tinh (Huong Khe), Nghe An, Quang Tri  (Vinh Linh, Hai Lang, Trieu Phong), Thua Thien Hue provinces",16.004,107.68,63641.54,Km2,Flood,"Riverine flood",--,--,35,659615,104280,0,,2016-0400
12/12/2016,20/12/2016,"Viet Nam",VNM,"Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh provinces",,,44341.22,Km2,Flood,--,--,--,27,562121,35000,0,,2016-0497
30/10/2016,05/11/2016,"Viet Nam",VNM,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",,,,Km2,Flood,--,--,--,21,206340,22000,0,,2016-0517
12/08/2016,14/08/2016,"Viet Nam",VNM,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien,  Ha Thin, Son La, Thai Nguyen",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,8,509,0,0,,2016-0573
27/06/2017,05/07/2017,"Viet Nam",VNM,"Ha Giang, Lao Cai, Dien Bien, Yen Bai (Mu Cang Chai district), Tuyen Quang, Thai Nguyen, Lai Chau, Bac Kan, Cao Bang (Hoa An district), Binh Thuan, An Giang, Cà Mau (Nam Can, Ngoc Hien and Dam Doi districts) Provinces",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,1,4104,355,0,,2017-0259
07/07/2017,10/07/2017,"Viet Nam",VNM,"Thai Nguyen, Ha Giang, Dien Bien, Hoa Binh, Cao Bang",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,14,400,1300,0,,2017-0270
17/07/2017,18/07/2017,"Viet Nam",VNM,"Thanh Hoa, Nghe An (Hon Ngu beach, Cua Lo district), Ha Tinh, Ha Noi city (Nhà
Xanh Market in Câu Giây District)",,,95,Kph,Storm,"Tropical cyclone",--,--,9,21000,71000,0,"Tropical Storm Talas",2017-0281
03/08/2017,03/08/2017,"Viet Nam",VNM,"Yen Bai (Mu Cang Chai district), Son La (Muong La), Bac Kan, Lai Chau (Nam-Ho Dien Bien district), Dien Bien",,,,Km2,Flood,"Flash flood","Slide (land, mud, snow, rock)",--,39,4161,88000,0,,2017-0337
24/08/2017,24/08/2017,"Viet Nam",VNM,"Lao Cai (Sa Pa district)",,,,Kph,Storm,"Tropical cyclone",--,--,1,1,1430000,0,"Typhoon 'Hato'",2017-0352
15/09/2017,16/09/2017,"Viet Nam",VNM,"Nghe An, Ha Tinh, Thanh Hoa,  Quang Binh, Quang Tri, Thua Thien-Hue, Hoa Binh
",,,185,Kph,Storm,"Tropical cyclone",--,--,14,692012,484000,0,"Typhoon 'Doksuri'",2017-0406
04/11/2017,05/11/2017,"Viet Nam",VNM,"Khanh Hoa, Phu Yên, Binh Dinh, Dak Lak, Gia Lai, Dak Nông, Lâm Dông, Quang Nam, Quang Ngai, Kon Tum",,,130,Kph,Storm,"Tropical cyclone",Flood,--,123,4330000,1000000,0,"Typhoon 'Damrey' / 'Ramil'",2017-0422
08/10/2017,16/10/2017,"Viet Nam",VNM,"Thanh Hoa, Nghe An, Ha Tinh, Hoa Binh, Yen Bai (V?n Tr?n, Tr?m T?u districts, Ngh?a L? Town), Son La, Quang Tri, Ha Noi (Nam Hai, Chong My), Phu Tho, Ha Nam",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,75,40038,88000,0,,2017-0428
19/11/2017,24/11/2017,"Viet Nam",VNM,"Quang Tri, Thua Thien-Hue, Da Nang, Quang Nam, Quang Ngai,  Binh Dinh ",11.664,108.399,27646.32,Km2,Flood,--,--,--,8,41500,0,0,,2017-0492
08/09/2017,09/09/2017,"Virgin Island (British)",VGB,"Anagoda, Tortola, Necker Island (Virgin Gorda)",,,,Kph,Storm,"Tropical cyclone",--,--,9,0,3000000,0,"Hurricane 'Irma'",2017-0381
20/09/2017,20/09/2017,"Virgin Island (British)",VGB,,,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Hurricane 'Maria'",2017-0383
07/09/2017,07/09/2017,"Virgin Island (U.S.)",VIR,"St. John, St. Thomas, most of St. Croix",,,,Kph,Storm,"Tropical cyclone",Flood,--,4,0,0,0,"Hurricane 'Irma'",2017-0381
